flight_id,flight_number,aircraft_registration,origin_iata,destination_iata,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,status,airline_code
449e3f70-318c-4b80-b6c1-8bdca2527e40,IX 1069,VT-BWR,BOM,IXR,2025-04-05 06:00:00+05:30,2025-04-05 06:00+05:30,2025-04-05 08:20+05:30,2025-04-05 08:20+05:30,Unknown,IX
e45ea01d-9625-43a9-9424-cd17421b64f8,AI 2845,VT-TVF,BOM,BLR,2025-04-05 06:00:00+05:30,2025-04-05 06:00+05:30,2025-04-05 07:45+05:30,2025-04-05 07:49+05:30,Departed,AI
3a45a87a-f1be-4bc6-92a6-d58d5efea725,AI 2625,Unknown,BOM,HYD,2025-04-05 06:00:00+05:30,2025-04-05 06:00+05:30,2025-04-05 07:25+05:30,2025-04-05 07:25+05:30,Unknown,AI
a5651422-e32b-448b-a223-44863f1ef6fa,6E 762,Unknown,BOM,DEL,2025-04-05 06:00:00+05:30,2025-04-05 06:00+05:30,2025-04-05 08:00+05:30,2025-04-05 07:57+05:30,Departed,6E
0f25f3c1-363e-45de-910e-df2d62ec8f0b,QP 1891,Unknown,BOM,SXR,2025-04-05 06:05:00+05:30,2025-04-05 06:05+05:30,2025-04-05 08:45+05:30,2025-04-05 08:45+05:30,Unknown,QP
2535a51d-0ea4-4ea9-9271-28c715fb987e,6E 5352,VT-IMY,BOM,BLR,2025-04-05 06:05:00+05:30,2025-04-05 06:05+05:30,2025-04-05 07:55+05:30,2025-04-05 07:59+05:30,Departed,6E
90a8e462-48b1-4e54-afea-8236a079a509,AI 2509,Unknown,BOM,IXC,2025-04-05 06:10:00+05:30,2025-04-05 06:10+05:30,2025-04-05 08:20+05:30,2025-04-05 08:20+05:30,Unknown,AI
e2bc1142-e22d-4409-8af8-110e5481beb1,6E 6058,VT-IIJ,BOM,NAG,2025-04-05 06:10:00+05:30,2025-04-05 06:10+05:30,2025-04-05 07:45+05:30,2025-04-05 07:45+05:30,Unknown,6E
1a1fe9e6-09b7-4dca-b5f0-b83ca9cb73c2,6E 6794,Unknown,BOM,UDR,2025-04-05 06:15:00+05:30,2025-04-05 06:15+05:30,2025-04-05 07:40+05:30,2025-04-05 07:40+05:30,Unknown,6E
925fbcfa-2123-44d3-b869-4368eda9349d,AI 2507,Unknown,BOM,CJB,2025-04-05 06:20:00+05:30,2025-04-05 06:20+05:30,2025-04-05 08:25+05:30,2025-04-05 08:25+05:30,Unknown,AI
7892bd7d-9d7a-4ab2-a0df-0243fc8f9871,6E 5223,Unknown,BOM,RPR,2025-04-05 06:20:00+05:30,2025-04-05 06:20+05:30,2025-04-05 08:15+05:30,2025-04-05 08:15+05:30,Unknown,6E
cb51a0b3-d8c7-4762-bbb5-903e05c24acb,6E 446,VT-IIM,BOM,AMD,2025-04-05 06:20:00+05:30,2025-04-05 06:20+05:30,2025-04-05 07:40+05:30,2025-04-05 07:40+05:30,Unknown,6E
81f7ea87-6a3c-4982-a0ee-219c72ef32d2,OV 760,Unknown,BOM,MCT,2025-04-05 06:25:00+05:30,2025-04-05 06:25+05:30,2025-04-05 07:25+04:00,2025-04-05 07:25+04:00,Unknown,OV
0eae9709-46b0-487b-83f7-61f8136f2fdc,AI 2539,VT-TNH,BOM,AMD,2025-04-05 06:25:00+05:30,2025-04-05 06:25+05:30,2025-04-05 07:50+05:30,2025-04-05 07:50+05:30,Unknown,AI
5cc19eb1-ac7c-4b81-8a31-136e024e83da,6E 5188,Unknown,BOM,MAA,2025-04-05 06:25:00+05:30,2025-04-05 06:25+05:30,2025-04-05 08:30+05:30,2025-04-05 08:30+05:30,Unknown,6E
0fff925c-235e-4350-82e0-6272b1869ea1,SG 115,VT-SGV,BOM,Unknown,2025-04-05 06:30:00+05:30,2025-04-05 06:30+05:30,Unknown,Unknown,Unknown,SG
4c1afc1c-af0f-4197-8d94-8f8b43d8f0d1,GF 57,A9C-NA,BOM,BAH,2025-04-05 06:30:00+05:30,2025-04-05 06:30+05:30,2025-04-05 07:30+03:00,2025-04-05 07:30+03:00,Unknown,GF
2185590f-6de0-4d74-bb36-f85ad3560dd7,AI 2928,VT-TQC,BOM,DEL,2025-04-05 06:30:00+05:30,2025-04-05 06:30+05:30,2025-04-05 08:40+05:30,2025-04-05 08:40+05:30,Departed,AI
049ccaf0-921e-48a5-84f7-7ae8d67e54c3,AI 2603,VT-RTV,BOM,BLR,2025-04-05 06:35:00+05:30,2025-04-05 06:35+05:30,2025-04-05 08:30+05:30,2025-04-05 08:16+05:30,Departed,AI
cf791829-01da-4694-ac55-ba241d88cd83,6E 1601,Unknown,BOM,CGK,2025-04-05 06:35:00+05:30,2025-04-05 06:35+05:30,2025-04-05 14:50+07:00,2025-04-05 14:50+07:00,Unknown,6E
7165600f-6ab5-4c8a-b82e-d12be0fd49a3,TK 721,Unknown,BOM,IST,2025-04-05 06:40:00+05:30,2025-04-05 06:40+05:30,2025-04-05 10:55+03:00,2025-04-05 11:10+03:00,Expected,TK
fc32c021-3a06-4eec-891b-54f1fb8966c1,AI 2821,VT-RTS,BOM,MAA,2025-04-05 06:40:00+05:30,2025-04-05 06:40+05:30,2025-04-05 08:55+05:30,2025-04-05 08:55+05:30,Unknown,AI
2db0999b-ede6-41da-a454-1e014fab8280,6E 294,Unknown,BOM,IDR,2025-04-05 06:40:00+05:30,2025-04-05 06:40+05:30,2025-04-05 08:00+05:30,2025-04-05 08:00+05:30,Unknown,6E
129567ae-1c5c-4c2d-9170-18e7f28b12ae,KQ 205,Unknown,BOM,NBO,2025-04-05 06:45:00+05:30,2025-04-05 06:45+05:30,2025-04-05 10:30+03:00,2025-04-05 10:30+03:00,Unknown,KQ
1b93a072-e030-4c6c-bccd-b359f2cc4557,AI 601,VT-PPL,BOM,BHJ,2025-04-05 06:50:00+05:30,2025-04-05 06:50+05:30,2025-04-05 08:05+05:30,2025-04-05 08:05+05:30,Unknown,AI
f22256b9-02bd-4609-bdd2-84791046f5cd,AI 2771,Unknown,BOM,CCU,2025-04-05 06:50:00+05:30,2025-04-05 06:50+05:30,2025-04-05 09:30+05:30,2025-04-05 09:30+05:30,Unknown,AI
8e027714-fd8a-4826-9367-499d583433e8,SG 944,VT-SLG,BOM,SXR,2025-04-05 07:00:00+05:30,2025-04-05 07:00+05:30,2025-04-05 09:20+05:30,2025-04-05 09:20+05:30,Unknown,SG
a252b265-3e49-4ca7-ac15-9a1705c46e22,AI 2873,VT-TQA,BOM,HYD,2025-04-05 07:00:00+05:30,2025-04-05 07:00+05:30,2025-04-05 08:40+05:30,2025-04-05 08:40+05:30,Unknown,AI
084bade6-7b84-40e5-bb8b-4152aed88653,AI 2424,VT-TNZ,BOM,DEL,2025-04-05 07:00:00+05:30,2025-04-05 07:00+05:30,2025-04-05 09:15+05:30,2025-04-05 09:07+05:30,Departed,AI
db76aefd-5224-4785-9d2c-32d957a6f657,6E 301,Unknown,BOM,DEL,2025-04-05 07:00:00+05:30,2025-04-05 07:00+05:30,2025-04-05 09:10+05:30,2025-04-05 09:10+05:30,Departed,6E
92f32509-28e8-4fc5-b8bc-108eece27585,QP 1410,Unknown,BOM,DEL,2025-04-05 07:05:00+05:30,2025-04-05 07:05+05:30,2025-04-05 09:20+05:30,2025-04-05 09:20+05:30,Departed,QP
d040363d-e2f7-44cc-9c0b-8ef32cf2470e,6E 5159,Unknown,BOM,SXR,2025-04-05 07:10:00+05:30,2025-04-05 07:10+05:30,2025-04-05 09:50+05:30,2025-04-05 09:50+05:30,Unknown,6E
d38fd111-8965-485f-aebf-6020cbd29d71,KU 304,9K-AKQ,BOM,KWI,2025-04-05 07:15:00+05:30,2025-04-05 07:15+05:30,2025-04-05 09:05+03:00,2025-04-05 09:05+03:00,Unknown,KU
0ed2a058-04bc-495a-96b7-cf573bc20d5e,6E 17,Unknown,BOM,IST,2025-04-05 07:15:00+05:30,2025-04-05 07:15+05:30,2025-04-05 11:35+03:00,2025-04-05 11:45+03:00,Expected,6E
5a0eeb51-c192-46a9-85a0-a6b4d53daf09,6E 5246,Unknown,BOM,HYD,2025-04-05 07:20:00+05:30,2025-04-05 07:20+05:30,2025-04-05 08:50+05:30,2025-04-05 08:50+05:30,Unknown,6E
ee400c3c-09ec-48d9-8385-5602308e7f92,UK 183,Unknown,BOM,DAC,2025-04-05 07:25:00+05:30,2025-04-05 07:25+05:30,2025-04-05 10:45+06:00,2025-04-05 10:45+06:00,Unknown,UK
13cbb8e0-5222-417d-b946-d797b7628ff1,AI 2183,VT-TNI,BOM,DAC,2025-04-05 07:25:00+05:30,2025-04-05 07:25+05:30,2025-04-05 10:45+06:00,2025-04-05 10:45+06:00,Unknown,AI
822950e0-ad8b-46d8-ae4a-35daadb2e173,AI 623,VT-EXL,BOM,COK,2025-04-05 07:25:00+05:30,2025-04-05 07:25+05:30,2025-04-05 09:30+05:30,2025-04-05 09:30+05:30,Unknown,AI
ff932747-229d-47d8-b860-84f7f28b2e6c,6E 5284,Unknown,BOM,Unknown,2025-04-05 07:25:00+05:30,2025-04-05 07:25+05:30,Unknown,Unknown,Unknown,6E
d2bfcabf-7929-4542-ad7f-6b463a484079,6E 5172,Unknown,BOM,BHO,2025-04-05 07:25:00+05:30,2025-04-05 07:25+05:30,2025-04-05 09:00+05:30,2025-04-05 09:00+05:30,Unknown,6E
c844f143-e091-4879-8023-60e9327ad508,AI 2930,VT-TVD,BOM,DEL,2025-04-05 07:30:00+05:30,2025-04-05 07:30+05:30,2025-04-05 09:45+05:30,2025-04-05 10:19+05:30,Departed,AI
ac501b7b-a0f1-47db-8dd8-8fe7b740c2a2,6E 5296,VT-ICS,BOM,BLR,2025-04-05 07:30:00+05:30,2025-04-05 07:30+05:30,2025-04-05 09:30+05:30,2025-04-05 09:40+05:30,Departed,6E
a845f9ad-df07-4a24-8c87-2718d6f53960,9I 611,VT-AIU,BOM,AMD,2025-04-05 07:35:00+05:30,2025-04-05 07:35+05:30,2025-04-05 09:20+05:30,2025-04-05 09:20+05:30,Unknown,9I
56aa04e4-520b-4f29-8cbd-e508ce00c61d,6E 802,Unknown,BOM,IXL,2025-04-05 07:35:00+05:30,2025-04-05 07:35+05:30,2025-04-05 10:20+05:30,2025-04-05 10:20+05:30,Unknown,6E
12cdcc4b-26f6-4a6f-a8b4-5db80e491dcf,6E 5108,Unknown,BOM,CJB,2025-04-05 07:35:00+05:30,2025-04-05 07:35+05:30,2025-04-05 09:30+05:30,2025-04-05 09:30+05:30,Unknown,6E
081a5f82-fdb9-4616-8cec-842551ef4019,AI 2591,Unknown,BOM,IDR,2025-04-05 07:40:00+05:30,2025-04-05 07:40+05:30,2025-04-05 09:10+05:30,2025-04-05 09:10+05:30,Unknown,AI
5fcb46b6-9f56-4b3a-b5e5-9b67acf9412c,6E 6543,Unknown,BOM,VNS,2025-04-05 07:40:00+05:30,2025-04-05 07:40+05:30,2025-04-05 09:55+05:30,2025-04-05 09:55+05:30,Unknown,6E
a302935d-d4ad-4bb4-aacf-dbd3869131bf,AI 2354,VT-EXQ,BOM,BKK,2025-04-05 07:45:00+05:30,2025-04-05 07:45+05:30,2025-04-05 13:35+07:00,2025-04-05 13:59+07:00,Departed,AI
a22119c2-3727-4ead-986d-583ebfdff27a,6E 5329,Unknown,BOM,CCU,2025-04-05 07:45:00+05:30,2025-04-05 07:45+05:30,2025-04-05 10:45+05:30,2025-04-05 10:45+05:30,Unknown,6E
f0c66b6e-2123-4fb9-bf3d-937d2449c44e,AI 2851,VT-ATV,BOM,BLR,2025-04-05 07:50:00+05:30,2025-04-05 07:50+05:30,2025-04-05 09:45+05:30,2025-04-05 10:01+05:30,Departed,AI
e649ed1d-138d-4a31-a013-413e60a95869,6E 1451,Unknown,BOM,DXB,2025-04-05 07:50:00+05:30,2025-04-05 07:50+05:30,2025-04-05 09:40+04:00,2025-04-05 09:40+04:00,Unknown,6E
d5160806-18ac-4f7d-a8fd-6477fa4ac8cc,6E 5305,VT-IFI,BOM,IXB,2025-04-05 07:55:00+05:30,2025-04-05 07:55+05:30,2025-04-05 10:55+05:30,2025-04-05 10:55+05:30,Unknown,6E
d5d34268-7ec3-44e1-8a3c-24f16519ed43,6E 674,Unknown,COK,BOM,2025-04-04 17:50:00+05:30,2025-04-04 17:50+05:30,2025-04-04 20:00+05:30,2025-04-04 20:00+05:30,Unknown,6E
a622aab8-e784-4c28-8653-696f9ea0e694,AI 441,VT-ALM,DEL,BOM,2025-04-04 17:15:00+05:30,2025-04-04 17:15+05:30,2025-04-04 20:05+05:30,2025-04-04 20:05+05:30,Expected,AI
14fd7f7d-74f1-43fc-a2b4-3d0c77666135,AI 2854,VT-TQP,BLR,BOM,2025-04-04 17:55:00+05:30,2025-04-04 17:55+05:30,2025-04-04 20:05+05:30,2025-04-04 20:05+05:30,Expected,AI
862db5d9-a52a-42ae-a637-5173a18e2edf,AI 2955,VT-TNY,DEL,BOM,2025-04-04 17:55:00+05:30,2025-04-04 17:55+05:30,2025-04-04 20:15+05:30,2025-04-04 20:15+05:30,Expected,AI
687598aa-62b5-4b11-bdd8-f775a398a78e,6E 5367,TC-MKC,MAA,BOM,2025-04-04 18:20:00+05:30,2025-04-04 18:20+05:30,2025-04-04 20:15+05:30,2025-04-04 20:15+05:30,Unknown,6E
613d6238-ea81-4e63-9a1e-e424a4ba6a0e,6E 5242,Unknown,GOI,BOM,2025-04-04 19:05:00+05:30,2025-04-04 19:05+05:30,2025-04-04 20:15+05:30,2025-04-04 20:15+05:30,Unknown,6E
68563b8d-dd07-4a90-bbe8-e982a8d38052,6E 6951,Unknown,GOP,BOM,2025-04-04 17:55:00+05:30,2025-04-04 17:55+05:30,2025-04-04 20:20+05:30,2025-04-04 20:20+05:30,Unknown,6E
4cd04355-5a7a-4bd4-b538-a380613764dc,6E 6706,Unknown,DEL,BOM,2025-04-04 18:00:00+05:30,2025-04-04 18:00+05:30,2025-04-04 20:20+05:30,2025-04-04 20:20+05:30,Expected,6E
cdcadfd8-d5c0-4e73-89df-6ffa80d27c43,6E 1304,Unknown,DOH,BOM,2025-04-04 14:15:00+03:00,2025-04-04 14:02+03:00,2025-04-04 20:20+05:30,2025-04-04 20:20+05:30,Expected,6E
b32c99bf-e31c-49c3-9116-1a39d6d5d3b1,AI 2774,Unknown,CCU,BOM,2025-04-04 17:30:00+05:30,2025-04-04 17:30+05:30,2025-04-04 20:25+05:30,2025-04-04 20:25+05:30,Unknown,AI
d0719f52-bacc-4a5c-b7c2-be6347c23b6f,6E 6342,Unknown,GAU,BOM,2025-04-04 17:00:00+05:30,2025-04-04 17:00+05:30,2025-04-04 20:25+05:30,2025-04-04 20:25+05:30,Unknown,6E
6c42313a-b38c-4d47-925d-7d81bd6c3af4,6E 5157,Unknown,DED,BOM,2025-04-04 18:05:00+05:30,2025-04-04 18:05+05:30,2025-04-04 20:30+05:30,2025-04-04 20:30+05:30,Unknown,6E
89322cf4-a7c4-498b-8fec-a2c16b0921bc,6E 5039,VT-ILU,HYD,BOM,2025-04-04 19:00:00+05:30,2025-04-04 19:00+05:30,2025-04-04 20:35+05:30,2025-04-04 20:35+05:30,Unknown,6E
f0903c81-aeea-4d82-a185-57442f9317aa,IX 1219,VT-BWR,JAI,BOM,2025-04-04 18:40:00+05:30,2025-04-04 18:40+05:30,2025-04-04 20:45+05:30,2025-04-04 20:45+05:30,Unknown,IX
39b3df55-6449-4757-afc3-83ca29ef80b7,EK 508,A6-EGI,DXB,BOM,2025-04-04 16:00:00+04:00,2025-04-04 16:00+04:00,2025-04-04 20:45+05:30,2025-04-04 20:45+05:30,Unknown,EK
257a1dda-4256-49e9-af20-f58c20f6328f,AI 2660,VT-TNU,IXC,BOM,2025-04-04 17:50:00+05:30,2025-04-04 17:50+05:30,2025-04-04 20:45+05:30,2025-04-04 20:45+05:30,Unknown,AI
29522abb-5b68-4acd-b388-9558ded9d2a3,6E 1602,Unknown,CGK,BOM,2025-04-04 15:50:00+07:00,2025-04-04 15:50+07:00,2025-04-04 20:50+05:30,2025-04-04 20:50+05:30,Unknown,6E
cc35cbbf-2838-4c54-a636-09c839932b93,SG 197,VT-SYZ,GOP,BOM,2025-04-04 18:40:00+05:30,2025-04-04 18:40+05:30,2025-04-04 20:55+05:30,2025-04-04 20:55+05:30,Unknown,SG
9bdb1ae5-488f-4550-ae81-18b516965212,GF 64,A9C-AC,BAH,BOM,2025-04-04 14:30:00+03:00,2025-04-04 14:30+03:00,2025-04-04 20:55+05:30,2025-04-04 20:55+05:30,Unknown,GF
180e57ba-6856-474c-8ad5-93b6ee934984,6E 5324,VT-IMD,JAI,BOM,2025-04-04 19:05:00+05:30,2025-04-04 19:05+05:30,2025-04-04 20:55+05:30,2025-04-04 20:55+05:30,Unknown,6E
d92ea9d6-8626-46ce-8f06-9a738d01db2c,SG 709,Unknown,DEL,BOM,2025-04-04 18:25:00+05:30,2025-04-04 20:38+05:30,2025-04-04 21:05+05:30,2025-04-04 21:05+05:30,Expected,SG
4f5a9e82-7746-46ff-b045-e3e48380e819,AI 599,VT-SCQ,VGA,BOM,2025-04-04 19:10:00+05:30,2025-04-04 19:10+05:30,2025-04-04 21:05+05:30,2025-04-04 21:05+05:30,Unknown,AI
3337f488-85b3-4832-9496-b414cb5d4feb,6E 5376,VT-IBQ,BLR,BOM,2025-04-04 19:15:00+05:30,2025-04-04 19:35+05:30,2025-04-04 21:05+05:30,2025-04-04 21:05+05:30,Expected,6E
a1c4b0a6-daa4-487b-b757-6ed6b6ea761a,6E 276,VT-IJG,RJA,BOM,2025-04-04 19:15:00+05:30,2025-04-04 19:15+05:30,2025-04-04 21:05+05:30,2025-04-04 21:05+05:30,Unknown,6E
25632324-e589-49e3-bffa-207dd1395593,6E 5175,Unknown,NAG,BOM,2025-04-04 19:35:00+05:30,2025-04-04 19:35+05:30,2025-04-04 21:10+05:30,2025-04-04 21:10+05:30,Unknown,6E
ed7c1e45-6dd6-410a-b786-02bf1db6a009,G9 401,A6-ANQ,SHJ,BOM,2025-04-04 16:35:00+04:00,2025-04-04 16:35+04:00,2025-04-04 21:15+05:30,2025-04-04 21:15+05:30,Unknown,G9
3cd40ac8-8b90-4c94-bbf4-a21cf525cbc1,SG 60,9H-TJF,DXB,BOM,2025-04-04 16:00:00+04:00,2025-04-04 16:00+04:00,2025-04-04 21:20+05:30,2025-04-04 21:20+05:30,Unknown,SG
828f3c74-e909-4f9b-89df-f5f3125ceb86,6E 708,VT-ISQ,LKO,BOM,2025-04-04 19:00:00+05:30,2025-04-04 19:00+05:30,2025-04-04 21:20+05:30,2025-04-04 21:20+05:30,Unknown,6E
f8515008-8cf2-4215-aa3b-56699ef8a3f9,6E 354,Unknown,DEL,BOM,2025-04-04 19:00:00+05:30,2025-04-04 19:00+05:30,2025-04-04 21:20+05:30,2025-04-04 21:20+05:30,Expected,6E
e950045e-92a6-4e8e-b242-2b9cecb12c0c,QP 1504,Unknown,GAU,BOM,2025-04-04 17:55:00+05:30,2025-04-04 17:55+05:30,2025-04-04 21:25+05:30,2025-04-04 21:25+05:30,Unknown,QP
61dfe2ac-39c2-48d5-a0fa-6c08826bdab2,CX 685,B-KQY,HKG,BOM,2025-04-04 17:15:00+08:00,2025-04-04 17:15+08:00,2025-04-04 21:25+05:30,2025-04-04 21:25+05:30,Expected,CX
8b723d44-d72c-4ae8-9e0b-dbbe12ca80b3,6E 854,VT-IFI,UDR,BOM,2025-04-04 19:40:00+05:30,2025-04-04 19:40+05:30,2025-04-04 21:25+05:30,2025-04-04 21:25+05:30,Unknown,6E
692aa918-d431-4bff-b5e6-6c8b966f2732,AI 2610,VT-TQE,BLR,BOM,2025-04-04 19:20:00+05:30,2025-04-04 19:20+05:30,2025-04-04 21:30+05:30,2025-04-04 21:30+05:30,Expected,AI
f132c223-e069-4f6d-820b-7a934340d921,6E 5160,Unknown,AMD,BOM,2025-04-04 20:30:00+05:30,2025-04-04 20:30+05:30,2025-04-04 21:30+05:30,2025-04-04 21:30+05:30,Unknown,6E
778ff488-b21f-4ac5-9e0a-66ffb8b3c1b4,VN 979,VN-A398,SGN,BOM,2025-04-04 17:45:00+07:00,2025-04-04 17:45+07:00,2025-04-04 21:35+05:30,2025-04-04 21:35+05:30,Unknown,VN
f3a99ae7-5199-4b0c-8660-2707779aaffc,IX 1241,Unknown,GOI,BOM,2025-04-04 20:10:00+05:30,2025-04-04 20:10+05:30,2025-04-04 21:35+05:30,2025-04-04 21:35+05:30,Unknown,IX
de12b542-a63d-4b5d-8a0e-b9f9b32dad1b,SG 510,VT-SLG,DED,BOM,2025-04-04 19:10:00+05:30,2025-04-04 19:10+05:30,2025-04-04 21:40+05:30,2025-04-04 21:40+05:30,Unknown,SG
a3745ace-335b-4718-b13c-296d842f177b,6E 6279,Unknown,Unknown,BOM,,Unknown,2025-04-04 21:40+05:30,2025-04-04 21:40+05:30,Unknown,6E
23460e70-3135-4d19-93e5-e75a0ab9661c,6E 459,VT-ISK,BBI,BOM,2025-04-04 19:05:00+05:30,2025-04-04 19:05+05:30,2025-04-04 21:40+05:30,2025-04-04 21:40+05:30,Unknown,6E
36289559-5c62-4235-98cd-70067579372f,LX 154,HB-JHI,ZRH,BOM,2025-04-04 09:45:00+02:00,2025-04-04 10:05+02:00,2025-04-04 21:45+05:30,2025-04-04 21:45+05:30,Expected,LX
3d79681c-5eef-41d8-a225-c212f9e05d96,AI 2864,VT-TQF,BLR,BOM,2025-04-04 19:45:00+05:30,2025-04-04 19:45+05:30,2025-04-04 21:50+05:30,2025-04-04 21:50+05:30,Expected,AI
d72efca8-68c3-4827-949d-b4077341d9ee,TG 317,Unknown,BKK,BOM,2025-04-04 18:55:00+07:00,2025-04-04 19:15+07:00,2025-04-04 21:55+05:30,2025-04-04 21:55+05:30,Expected,TG
aa825246-5f2d-489a-a882-ef8ba4e73f55,AI 2985,Unknown,DEL,BOM,2025-04-04 19:35:00+05:30,2025-04-04 20:25+05:30,2025-04-04 22:00+05:30,2025-04-04 22:00+05:30,Expected,AI
d6f7c7cb-c9b1-48f7-a311-620314de7eee,6E 552,Unknown,IDR,BOM,2025-04-04 20:40:00+05:30,2025-04-04 20:40+05:30,2025-04-04 22:00+05:30,2025-04-04 22:00+05:30,Unknown,6E
357a4874-e71f-431e-85a0-9a77f8e4ad57,AI 640,VT-PPU,MAA,BOM,2025-04-04 19:50:00+05:30,2025-04-04 19:50+05:30,2025-04-04 22:05+05:30,2025-04-04 22:05+05:30,Unknown,AI
e1d45e12-d5c8-4611-90d2-4f60c8ab2d97,AI 622,VT-SCF,JAI,BOM,2025-04-04 19:55:00+05:30,2025-04-04 19:55+05:30,2025-04-04 22:05+05:30,2025-04-04 22:05+05:30,Unknown,AI
0b3be2a6-a2e1-486b-8b94-e17071c96d95,6E 6093,Unknown,IXU,BOM,2025-04-04 20:55:00+05:30,2025-04-04 20:55+05:30,2025-04-04 22:05+05:30,2025-04-04 22:05+05:30,Unknown,6E
da981990-3588-412b-8dc3-723d1ac3eb69,6E 5128,Unknown,CCU,BOM,2025-04-04 19:05:00+05:30,2025-04-04 19:05+05:30,2025-04-04 22:05+05:30,2025-04-04 22:05+05:30,Unknown,6E
8460f354-2926-4ae3-a162-940f70d07edb,SQ 424,9V-SKU,SIN,BOM,2025-04-04 19:00:00+08:00,2025-04-04 19:00+08:00,2025-04-04 22:10+05:30,2025-04-04 22:10+05:30,Expected,SQ
b4362b60-b07b-4f46-92a9-d9aad56aaaaf,AI 638,VT-EXT,AMD,BOM,2025-04-04 20:30:00+05:30,2025-04-04 20:30+05:30,2025-04-04 22:10+05:30,2025-04-04 22:10+05:30,Unknown,AI
6eea9856-41b3-461b-ac0f-e914810577ff,MH 194,9M-MTJ,KUL,BOM,2025-04-04 19:35:00+08:00,2025-04-04 20:52+08:00,2025-04-04 22:15+05:30,2025-04-04 22:15+05:30,Expected,MH
b3f5e907-fecc-4ab5-ab8e-58fd5c7228b9,AI 616,VT-CID,IXC,BOM,2025-04-04 19:45:00+05:30,2025-04-04 19:45+05:30,2025-04-04 22:15+05:30,2025-04-04 22:15+05:30,Unknown,AI
7d086269-be41-4e86-845b-88de138589a9,6E 6795,VT-IIH,IXE,BOM,2025-04-04 20:25:00+05:30,2025-04-04 20:25+05:30,2025-04-04 22:20+05:30,2025-04-04 22:20+05:30,Unknown,6E
79fb54a9-6837-4df2-9b83-03503706c765,6E 5149,Unknown,MAA,BOM,2025-04-04 20:10:00+05:30,2025-04-04 20:10+05:30,2025-04-04 22:20+05:30,2025-04-04 22:20+05:30,Unknown,6E
81bf4a1e-54d9-44d5-b3d7-948380ad0aef,6E 2163,Unknown,DEL,BOM,2025-04-04 20:00:00+05:30,2025-04-04 20:00+05:30,2025-04-04 22:20+05:30,2025-04-04 22:20+05:30,Expected,6E
51bfc7c7-a8d3-4788-8d5c-d1efc4c76d09,OD 215,9M-LCF,KUL,BOM,2025-04-04 19:55:00+08:00,2025-04-04 21:39+08:00,2025-04-04 22:25+05:30,2025-04-04 22:25+05:30,Expected,OD
5f775780-9f3f-4dbd-ab8e-239a507c34fa,AI 2805,Unknown,DEL,BOM,2025-04-04 20:00:00+05:30,2025-04-04 20:36+05:30,2025-04-04 22:25+05:30,2025-04-04 22:25+05:30,Expected,AI
417cb0a4-cea8-4727-8df3-d4783e9dc674,6E 679,Unknown,BDQ,BOM,2025-04-04 21:00:00+05:30,2025-04-04 21:00+05:30,2025-04-04 22:25+05:30,2025-04-04 22:25+05:30,Unknown,6E
f5d7a7c8-2f09-469f-b5e9-e6ecb37f4133,AI 2850,VT-TQA,BLR,BOM,2025-04-04 20:25:00+05:30,2025-04-04 20:25+05:30,2025-04-04 22:35+05:30,2025-04-04 22:35+05:30,Expected,AI
a3ce36dc-7b1e-4f6a-ae73-39f90af727ce,SG 269,OK-TVR,Unknown,BOM,,Unknown,2025-04-04 22:40+05:30,2025-04-04 22:40+05:30,Unknown,SG
a911bf46-500e-4015-a1cd-7db9c68c0042,AI 699,VT-PPH,COK,BOM,2025-04-04 20:10:00+05:30,2025-04-04 20:10+05:30,2025-04-04 22:40+05:30,2025-04-04 22:40+05:30,Unknown,AI
61383ef0-fdb5-4e68-b0b4-b0db6cb7ea47,6E 5094,VT-IMX,BLR,BOM,2025-04-04 20:45:00+05:30,2025-04-04 22:00+05:30,2025-04-04 22:40+05:30,2025-04-04 22:40+05:30,Expected,6E
a3c7412d-02eb-4a50-b7cc-3b9eb698f81a,AI 2876,VT-TNX,HYD,BOM,2025-04-04 20:40:00+05:30,2025-04-04 20:40+05:30,2025-04-04 22:45+05:30,2025-04-04 22:45+05:30,Unknown,AI
f0ded8f5-2780-4bd7-b743-3e827027401d,6E 5114,Unknown,CJB,BOM,2025-04-04 20:40:00+05:30,2025-04-04 20:40+05:30,2025-04-04 22:50+05:30,2025-04-04 22:50+05:30,Unknown,6E
b4dd4e63-d7c0-4e03-8127-0702498b278f,6E 215,Unknown,SXR,BOM,2025-04-04 20:00:00+05:30,2025-04-04 20:00+05:30,2025-04-04 23:00+05:30,2025-04-04 23:00+05:30,Unknown,6E
a06067c2-bdae-4a85-8d86-e9b2f5442154,AI 2957,Unknown,DEL,BOM,2025-04-04 20:30:00+05:30,2025-04-04 21:13+05:30,2025-04-04 23:05+05:30,2025-04-04 23:05+05:30,Expected,AI
1e72c273-7d70-4ebb-aeac-37b1ee7c25ad,6E 1454,Unknown,DXB,BOM,2025-04-04 17:55:00+04:00,2025-04-04 17:55+04:00,2025-04-04 23:05+05:30,2025-04-04 23:05+05:30,Unknown,6E
5e9695c8-3861-45d3-ba3c-64328da962f8,6E 1012,Unknown,SIN,BOM,2025-04-04 19:45:00+08:00,2025-04-04 19:45+08:00,2025-04-04 23:05+05:30,2025-04-04 23:05+05:30,Expected,6E
